job name,bucket path,error location,luminanceLevel,reflectanceNumber,error message
52,render-toolbox-vwcc/job-omega,unckecked,0.2829,259,unchecked
52,render-toolbox-vwcc/job-omega,unckecked,0.4003,259,unchecked
55,render-toolbox-vwcc/job-omega,unckecked,0.5345,271,unchecked
55,render-toolbox-vwcc/job-omega,unckecked,0.3566,271,unchecked
76,render-toolbox-vwcc/job-omega,unckecked,0.4003,379,unchecked
